label,conductor,delta,rank,a_invariants_raw
425d1,425,6640625,1,"[1, 0, 0, -213, -1208]"
426a1,426,-552096,0,"[1, 0, 0, -20, 48]"
426b1,426,-53001216,1,"[1, 1, 0, -286, 1780]"
426c1,426,-5.21611E+11,0,"[1, 0, 1, -23007, 1341682]"
427a1,427,-427,0,"[0, -1, 1, -1, -1]"
427b1,427,427,1,"[1, 0, 1, -8, 7]"
427c1,427,20923,1,"[1, 0, 0, -28, -59]"
428a1,428,-1712,0,"[0, 1, 0, -157, -812]"
428b1,428,-1712,1,"[0, -1, 0, 3, -2]"
429a1,429,-1287,1,"[1, 1, 1, 2, 2]"
429b1,429,-938223,1,"[1, 0, 0, -24, 63]"
430a1,430,-1720,1,"[1, -1, 0, -20, 40]"
430b1,430,-268750,1,"[1, -1, 0, 16, -10]"
430c1,430,-110080,1,"[1, 0, 0, 4, 16]"
430d1,430,-4403200000,1,"[1, 0, 0, -1415, 20617]"
431a1,431,-431,1,"[1, 0, 0, 0, -1]"
431b1,431,-431,0,"[1, -1, 1, -9, -8]"
432a1,432,-110592,0,"[0, 0, 0, 0, -16]"
432b1,432,-6912,1,"[0, 0, 0, 0, -4]"
432c1,432,-362797056,0,"[0, 0, 0, -27, -918]"
432d1,432,-497664,1,"[0, 0, 0, -3, 34]"
4320,432,-221184,0,"[0, 0, 0, -51, -142]"
432f1,432,-884736,1,"[0, 0, 0, 21, 26]"
432g1,432,-45349632,0,"[0, 0, 0, -108, 540]"
432h1,432,-62208,0,"[0, 0, 0, -12, -20]"
433a1,433,-433,2,"[1, 0, 0, 0, 1]"
434a1,434,13888,1,"[1, -1, 0, -7, -3]"
434b1,434,-111104,0,"[1, 0, 0, -4, 16]"
434c1,434,-297724,0,"[1, 1, 1, -32, 61]"
434d1,434,-1555456,1,"[1, 0, 0, 21, 49]"
4340,434,-1736,0,"[1, -1, 1, -2364, -43641]"
435a1,435,-3915,0,"[0, 1, 1, -11, 11]"
435b1,435,-550546875,0,"[0, -1, 1, 79, -1123]"
435c1,435,1305,0,"[1, 0, 1, -28, 53]"
435d1,435,951345,0,"[1, 0, 0, -30, -45]"
437a1,437,-5316979,1,"[0, -1, 1, 19, 100]"
437b1,437,-10051,0,"[0, -1, 1, 0, -5]"
438a1,438,13950517248,0,"[1, 0, 0, -938, -9564]"
438b1,438,2628,0,"[1, 0, 0, -13, -19]"
438c1,438,10512,1,"[1, 1, 0, -5, -3]"
438d1,438,2482892352,1,"[1, 0, 1, -1946, 32780]"
4380,438,10764288,0,"[1, 0, 1, -130, -556]"
438f1,438,168192,1,"[1, 1, 1, -19, 17]"
438g1,438,23652,1,"[1, 0, 1, -8, 2]"
440a1,440,242000,1,"[0, 0, 0, -38, -87]"
440b1,440,-4400,1,"[0, 0, 0, 2, -3]"
440c1,440,242000,0,"[0, 0, 0, -5042, 137801]"
440d1,440,-2816000,0,"[0, 0, 0, -67, -226]"
441a1,441,-7626831723,0,"[0, 0, 1, 0, -4202]"
441b1,441,-64827,1,"[0, 0, 1, 0, 12]"
441c1,441,-5403265623,1,"[1, -1, 0, 432, -869]"
441d1,441,-250047,1,"[1, -1, 1, -20, 46]"
4410,441,-12607619787,0,"[0, 0, 1, -1029, -13806]"
441f1,441,-107163,1,"[0, 0, 1, -21, 40]"
442a1,442,3321188,0,"[1, -1, 1, -94, 361]"
442b1,442,212556032,1,"[1, -1, 1, -172, -465]"
442c1,442,735488,0,"[1, 1, 0, -54, -172]"
442d1,442,11492,0,"[1, 1, 1, -9, -13]"
4420,442,1.7009E+17,0,"[1, 1, 1, -144951, 7520141]"
443a1,443,-443,1,"[0, 1, 1, 1, 1]"
443b1,443,443,1,"[1, 0, 0, -3, -2]"
443c1,443,443,0,"[1, 0, 1, -84, -301]"
444a1,444,5328,0,"[0, -1, 0, -13, -14]"
444b1,444,47952,1,"[0, 1, 0, -9, 0]"
446a1,446,14272,1,"[1, 1, 0, -30, 52]"
446b1,446,3653632,1,"[1, 1, 1, -39, -35]"
446c1,446,-14272,0,"[1, 1, 1, 2, -5]"
446d1,446,892,2,"[1, -1, 0, -4, 4]"
448a1,448,-114688,1,"[0, 0, 0, 4, 16]"
448b1,448,-114688,1,"[0, 0, 0, 4, -16]"
448c1,448,-7340032,0,"[0, -1, 0, -33, 161]"
448d1,448,-28672,0,"[0, -1, 0, 7, -7]"
4480,448,-458752,0,"[0, -1, 0, -1, 33]"
448f1,448,-7340032,0,"[0, 1, 0, -33, -161]"
448g1,448,-28672,1,"[0, 1, 0, 7, 7]"
448h1,448,-458752,0,"[0, 1, 0, -1, -33]"
450a1,450,-17085937500,0,"[1, -1, 1, -680, 9447]"
450b1,450,-911250,0,"[1, -1, 1, -5, 47]"
450c1,450,-1093500,1,"[1, -1, 0, -27, 81]"
450d1,450,-583200,0,"[1, -1, 0, -27, -59]"
4500,450,-210937500,0,"[1, -1, 1, 145, 147]"
450f1,450,-135000000,1,"[1, -1, 0, -192, 1216]"
450g1,450,-24603750000,0,"[1, -1, 0, 333, -7259]"
451a1,451,-18491,1,"[0, 1, 1, 3, 7]"
455a1,455,3901625,1,"[1, -1, 0, -50, 111]"
455b1,455,3185,1,"[1, -1, 1, -67, 226]"
456a1,456,58368,0,"[0, -1, 0, -16, 28]"
456b1,456,131328,0,"[0, 1, 0, -172, -928]"
456c1,456,-3545856,1,"[0, 1, 0, -57, 171]"
456d1,456,-15803136,1,"[0, -1, 0, 55, 93]"
458a1,458,3664,1,"[1, -1, 0, -19, 37]"
458b1,458,234496,1,"[1, 1, 1, -16, -15]"
459a1,459,-459,1,"[1, -1, 0, 0, -1]"
459b1,459,-7803,1,"[0, 0, 1, 3, -4]"
459c1,459,-459,0,"[0, 0, 1, -6, -6]"
459d1,459,-334611,0,"[0, 0, 1, -351, 2531]"
4590,459,-5688387,0,"[0, 0, 1, 27, 101]"
459f1,459,-334611,0,"[0, 0, 1, -54, 155]"
459g1,459,-459,0,"[0, 0, 1, -39, -94]"
459h1,459,-334611,1,"[1, -1, 1, -2, 28]"
460a1,460,-29440,0,"[0, 0, 0, -8, -12]"
460b1,460,-2574537200,0,"[0, 0, 0, -73, 2453]"
460c1,460,-121670000,1,"[0, 1, 0, -46, 529]"
460d1,460,-9200,1,"[0, -1, 0, -10, 17]"
462a1,462,-274428,1,"[1, 1, 0, 5, -23]"
462b1,462,15259926528,0,"[1, 1, 0, -644, -2352]"
462c1,462,-3696,1,"[1, 1, 0, 4, 0]"
462d1,462,-1.10545E+16,0,"[1, 0, 1, -1676, 5058506]"
4620,462,-6119866368,1,"[1, 1, 1, -405, 4731]"
462f1,462,-723148272,0,"[1, 0, 0, -97, 1337]"
462g1,462,-39517632,0,"[1, 0, 0, 77, 161]"
464a1,464,-29696,1,"[0, 1, 0, 8, 4]"
464b1,464,-29696,1,"[0, -1, 0, -80, 304]"
464c1,464,-121634816,0,"[0, 1, 0, 80, -428]"
464d1,464,-7424,0,"[0, -1, 0, -4, -4]"
4640,464,-215296,0,"[0, 1, 0, -4, -24]"
464f1,464,-7424,0,"[0, 0, 0, -4831, 129242]"
464g1,464,-475136,0,"[0, 0, 0, -19, -46]"
465a1,465,-129735,1,"[1, 1, 0, -7, 16]"
465b1,465,465,1,"[1, 0, 0, -10, -13]"
466a1,466,932,0,"[1, 1, 0, -5, -7]"
466b1,466,-14912,0,"[1, 0, 0, -23, 41]"
467a1,467,-467,1,"[0, 0, 1, -4, 3]"
468a1,468,-12338352,0,"[0, 0, 0, -168, -855]"
468b1,468,-8994658608,0,"[0, 0, 0, -1512, 23085]"
468c1,468,151632,1,"[0, 0, 0, -36, 81]"
468d1,468,110539728,0,"[0, 0, 0, -120, -11]"
4680,468,1364688,0,"[0, 0, 0, -48, -115]"
469a1,469,1126069,1,"[1, 0, 1, -80, -275]"
469b1,469,469,1,"[1, -1, 1, -12, 18]"
470a1,470,60160,1,"[1, 0, 1, -44, 106]"
470b1,470,1504000,0,"[1, 0, 1, -5773, 168328]"
470c1,470,14687500,1,"[1, 1, 0, -97, 281]"
470d1,470,15040,0,"[1, 0, 0, -36, 80]"
4700,470,3760,1,"[1, 1, 1, -11, 9]"
470f1,470,96256000,1,"[1, -1, 1, -117, 141]"
471a1,471,-1413,1,"[1, 1, 1, 1, 2]"
472a1,472,-944,1,"[0, 0, 0, 2, 1]"
472b1,472,-15104,0,"[0, -1, 0, -276, -1676]"
472c1,472,-120832,0,"[0, -1, 0, 8, 12]"
472d1,472,-60416,0,"[0, 0, 0, -19, -34]"
4720,472,-15104,1,"[0, -1, 0, 4, 4]"
473a1,473,-2461019,1,"[0, 1, 1, -1006, 11952]"
474a1,474,-34947072,1,"[1, 1, 0, 81, -27]"
474b1,474,-76788,1,"[1, 0, 1, -7, 14]"
475a1,475,-296875,0,"[0, -1, 1, 17, -7]"
475b1,475,-37109375,1,"[1, -1, 0, 8, 291]"
475c1,475,-2375,1,"[1, -1, 1, 0, 2]"
477a1,477,-38637,1,"[1, -1, 0, 3, -10]"
480a1,480,14400,1,"[0, -1, 0, -6, 0]"
480b1,480,14400,0,"[0, -1, 0, -10, -8]"
480c1,480,14400,0,"[0, 1, 0, -6, 0]"
480d1,480,29160000,0,"[0, 1, 0, -226, -1360]"
4800,480,29160000,0,"[0, -1, 0, -226, 1360]"
480f1,480,129600,1,"[0, -1, 0, -30, 72]"
480g1,480,14400,0,"[0, 1, 0, -10, 8]"
480h1,480,129600,0,"[0, 1, 0, -30, -72]"
481a1,481,81289,1,"[1, -1, 0, -1693, 27240]"
482a1,482,-3948544,1,"[1, 0, 1, -44, -150]"
483a1,483,-20696067,0,"[0, 1, 1, -96, -457]"
483b1,483,-483,0,"[0, 1, 1, 2, 1]"
484a1,484,-4988715776,1,"[0, 1, 0, 323, 2671]"
485a1,485,114084125,0,"[0, 1, 1, -121, -64]"
485b1,485,485,1,"[0, 0, 1, -2, 0]"
486a1,486,-15552,1,"[1, -1, 0, 3, 5]"
486b1,486,1944,1,"[1, -1, 0, -6, -4]"
486c1,486,17496,0,"[1, -1, 0, -123, 557]"
486d1,486,-972,0,"[1, -1, 1, -20, -29]"
4860,486,486,0,"[1, -1, 1, -11, -11]"
486f1,486,1119744,1,"[1, -1, 1, -29, 37]"
490a1,490,-115296020,1,"[1, 0, 1, 121, 46]"
490b1,490,-784000,0,"[1, 1, 0, 17, -27]"
490c1,490,-92236816000,0,"[1, 0, 1, 807, 11708]"
490d1,490,-980,1,"[1, 1, 0, 3, 1]"
4900,490,-96040,0,"[1, 0, 0, -1, -15]"
490f1,490,-115296020,0,"[1, -1, 1, -6453, 201121]"
490g1,490,-8780800,1,"[1, 0, 0, -71, 265]"
490h1,490,-329417200,0,"[1, -1, 1, 113, 711]"
490i1,490,-11299009960,0,"[1, 1, 1, -50, 5095]"
490j1,490,-1.03305E+12,0,"[1, 1, 1, -3480, -94375]"
490k1,490,-980,0,"[1, -1, 1, -132, -549]"
492a1,492,-31488,1,"[0, -1, 0, -13, 25]"
492b1,492,-206592768,1,"[0, 1, 0, 11, 695]"
493a1,493,-2.46621E+14,0,"[1, -1, 1, -7741, 801682]"
493b1,493,-7048421,1,"[1, -1, 1, -57, 222]"
494a1,494,-150176,1,"[1, 1, 0, 13, 13]"
494b1,494,-3952,0,"[1, -1, 0, 4, 0]"
494c1,494,-9386,0,"[1, -1, 0, -61, -169]"
494d1,494,-6497214464,1,"[1, 1, 1, -1001, 12375]"
495a1,495,-40095,1,"[1, -1, 1, 7, -8]"
496a1,496,-496,1,"[0, 0, 0, 1, 1]"
496b1,496,-496,0,"[0, -1, 0, 0, -1]"
496c1,496,-31744,0,"[0, -1, 0, 8, 0]"
496d1,496,-496,0,"[0, -1, 0, -2, -1]"
4960,496,-496,1,"[0, 0, 0, -17, 27]"
496f1,496,-2031616,1,"[0, 0, 0, -11, -70]"
497a1,497,-1193297,1,"[1, 1, 0, 25, -14]"
498a1,498,996,0,"[1, 0, 1, -5, -4]"
498b1,498,-322704,1,"[1, 0, 1, -9, 28]"
501a1,501,-1503,0,"[1, 1, 0, 3, 0]"
503a1,503,-503,1,"[1, 0, 1, -32, -71]"
503b1,503,-503,0,"[1, -1, 0, 2, -1]"
503c1,503,-503,0,"[1, 0, 0, -210, -1189]"
504a1,504,-21168,1,"[0, 0, 0, -6, 9]"
504b1,504,2204496,0,"[0, 0, 0, -54, -135]"
504c1,504,-1306368,0,"[0, 0, 0, 9, -54]"
504d1,504,-15431472,0,"[0, 0, 0, -54, -243]"
5040,504,3024,1,"[0, 0, 0, -6, 5]"
504f1,504,244944,1,"[0, 0, 0, -66, 205]"
504g1,504,-756142128,0,"[0, 0, 0, -66, -1339]"
504h1,504,-5225472,0,"[0, 0, 0, -3, 110]"
505a1,505,505,1,"[1, -1, 0, -10, 15]"
506a1,506,32384,1,"[1, 0, 1, -48, -130]"
506b1,506,3585639464,0,"[1, -1, 0, -290561, 60356981]"
506c1,506,61226,0,"[1, 0, 1, -12, 8]"
506d1,506,118533536,1,"[1, -1, 0, -935, 11229]"
5060,506,2024,1,"[1, -1, 1, -4, -1]"
506f1,506,2072576,1,"[1, 0, 0, -86, 292]"
507a1,507,-7341576489,1,"[1, 1, 0, -1693, 26434]"
507b1,507,-1521,1,"[1, 1, 1, -10, 8]"
507c1,507,-188245551,1,"[1, 1, 1, 81, -564]"
510a1,510,-8.28431E+11,0,"[1, 1, 0, -2673, 67797]"
510b1,510,-639221760,0,"[1, 0, 1, -723, -7634]"
510c1,510,-1404540,0,"[1, 1, 1, 14, 59]"
510d1,510,15667200,1,"[1, 1, 1, -101, 299]"
5100,510,-16711680,0,"[1, 1, 1, -80, 305]"
510f1,510,-4080,0,"[1, 0, 0, 4, 0]"
510g1,510,-62424000,0,"[1, 0, 0, 25, -375]"
513a1,513,-3365793,1,"[1, -1, 0, -42, -127]"
513b1,513,-4617,1,"[1, -1, 1, -5, 6]"
514a1,514,16842752,1,"[1, -1, 1, -91, -245]"
514b1,514,4112,1,"[1, 0, 0, -4, 0]"
516a1,516,-33024,0,"[0, -1, 0, -4, -8]"
516b1,516,-891648,1,"[0, -1, 0, 11, -47]"
516c1,516,-88752,0,"[0, 1, 0, -13, -28]"
516d1,516,-216670464,0,"[0, 1, 0, -44, -732]"
517a1,517,-2940179,0,"[0, -1, 1, 36, -3]"
517b1,517,-24299,0,"[0, 0, 1, -16, -26]"
517c1,517,-6494855411,1,"[0, -1, 1, -52, -3863]"
520a1,520,16640,1,"[0, 0, 0, -23, 42]"
520b1,520,16640,0,"[0, -1, 0, -20, -28]"
522a1,522,-18265824,1,"[1, -1, 0, 12, -208]"
522b1,522,-3284140032,0,"[1, -1, 0, -2046, 36244]"
522c1,522,-1317006,0,"[1, -1, 0, -6, -54]"
522d1,522,-5918126976,0,"[1, -1, 0, -9, -3699]"
5220,522,-1141614,1,"[1, -1, 0, -45, 139]"
522f1,522,-21648384,1,"[1, -1, 0, 45, -203]"
522g1,522,-2.39414E+12,0,"[1, -1, 1, -18416, -960173]"
522h1,522,-6264,0,"[1, -1, 1, -146, 713]"
522i1,522,-25056,1,"[1, -1, 1, 1, 7]"
522j1,522,-519561216,1,"[1, -1, 1, -509, 4677]"
522k1,522,-1014768,0,"[1, -1, 1, 4, 47]"
522l1,522,-84564,0,"[1, -1, 1, -11, -17]"
522m1,522,-4.52899E+17,0,"[1, -1, 1, -69341, -33115291]"
524a1,524,-33536,1,"[0, 1, 0, -309, 1991]"
525a1,525,1640625,1,"[1, 1, 1, -63, 156]"
525b1,525,-984375,0,"[1, 1, 0, 25, 0]"
525c1,525,369140625,1,"[1, 1, 0, -450, 3375]"
525d1,525,23625,1,"[1, 0, 0, -18, 27]"
528a1,528,33792,1,"[0, -1, 0, -8, 0]"
528b1,528,-14256,0,"[0, -1, 0, 1, -6]"
528c1,528,24634368,0,"[0, -1, 0, -8016, 278928]"
528d1,528,8448,0,"[0, 1, 0, -12, 12]"
5280,528,-1584,0,"[0, -1, 0, 3, 0]"
528f1,528,11211374592,0,"[0, -1, 0, -720, -5184]"
528g1,528,4866048,1,"[0, -1, 0, -88, -272]"
528h1,528,1216512,1,"[0, 1, 0, -104, 372]"
528i1,528,-10392624,0,"[0, 1, 0, -77, -330]"
528j1,528,2162688,0,"[0, 1, 0, -32, -12]"
530a1,530,-14887700,0,"[1, 0, 1, -14, -188]"
530b1,530,4240,1,"[1, -1, 0, -4, 0]"
530c1,530,-5.3E+11,1,"[1, -1, 0, 1226, 30580]"
530d1,530,-84800,1,"[1, 1, 1, 9, 13]"
532a1,532,-14896,0,"[0, 0, 0, 4, 5]"
534a1,534,51264,1,"[1, 1, 1, -14, 11]"
537a1,537,-285383817,0,"[1, 1, 0, -120, 909]"
537b1,537,-1611,0,"[0, 1, 1, -75, -277]"
537c1,537,-130491,0,"[0, 1, 1, 13, 5]"
537d1,537,-537,0,"[1, 0, 1, 1, -1]"
5370,537,-10569771,0,"[0, 1, 1, -340, 2308]"
539a1,539,-63412811,0,"[0, -1, 1, -4377, -110013]"
539b1,539,-63412811,0,"[0, 0, 1, 98, -86]"
539c1,539,-4882786447,1,"[1, 0, 1, 170, -3237]"
539d1,539,-1294139,1,"[0, 1, 1, -16, -66]"
540a1,540,-2160,0,"[0, 0, 0, -33, 73]"
540b1,540,-2160,1,"[0, 0, 0, 3, 1]"
540c1,540,-125971200,1,"[0, 0, 0, -648, 6372]"
540d1,540,-1574640,1,"[0, 0, 0, 27, -27]"
5400,540,-172800,0,"[0, 0, 0, -72, -236]"
540f1,540,-54000,0,"[0, 0, 0, 3, -11]"
542a1,542,-4440064,0,"[1, 1, 1, -37, -149]"
542b1,542,-34688,1,"[1, 1, 1, -8, 9]"
544a1,544,1088,1,"[0, 0, 0, -5, 4]"
544b1,544,1088,0,"[0, -1, 0, -22, 48]"
544c1,544,1088,0,"[0, 1, 0, -22, -48]"
544d1,544,1088,0,"[0, 0, 0, -5, -4]"
5440,544,1088,0,"[0, -1, 0, -6, 8]"
544f1,544,1088,0,"[0, 1, 0, -6, -8]"
545a1,545,13625,1,"[1, -1, 0, -284, 1915]"
546a1,546,-2167074,0,"[1, 1, 0, -108, -486]"
546b1,546,-8736,0,"[1, 0, 1, -8, -10]"
546c1,546,628992,1,"[1, 0, 1, -57, -164]"
546d1,546,-14329224,0,"[1, 0, 1, 13, 182]"
5460,546,-7.4503E+14,0,"[1, 1, 1, -100484, -12372091]"
546f1,546,-2.99701E+12,0,"[1, 0, 0, 714, -82908]"
546g1,546,4368,0,"[1, 0, 0, -7, -7]"
549a1,549,-1647,1,"[1, -1, 0, 3, 0]"
549b1,549,-1200663,1,"[1, -1, 1, 25, -26]"
549c1,549,-44469,0,"[1, -1, 0, -18, -27]"
550a1,550,-6875000,1,"[1, 1, 0, -25, 125]"
550b1,550,-17187500000,0,"[1, 0, 1, 249, -6102]"
550c1,550,-563200,0,"[1, 0, 1, -206, -1152]"
550d1,550,-8593750,0,"[1, 0, 1, 49, 48]"
5500,550,-44000000000,0,"[1, -1, 0, -367, 10541]"
550f1,550,-42968750,1,"[1, 0, 1, -701, -7202]"
550g1,550,-22000,1,"[1, 0, 1, -6, 8]"
550h1,550,-550,0,"[1, 1, 1, 2, 1]"
550i1,550,-13310000000,1,"[1, 1, 1, -2213, 39531]"
550j1,550,-2816000,1,"[1, -1, 1, -15, 87]"
550k1,550,-2750,0,"[1, 1, 1, -28, -69]"
550l1,550,-343750000,0,"[1, 1, 1, -138, 1031]"
550m1,550,-8800000000,0,"[1, 1, 1, -5138, -143969]"
551a1,551,-10469,1,"[1, 0, 1, 1, -5]"
551b1,551,-10469,1,"[1, 0, 0, -11, 14]"
551c1,551,-7.51746E+11,1,"[0, 1, 1, -2376, -61851]"
551d1,551,-15979,1,"[0, 1, 1, -116, 444]"
552a1,552,-17169408,1,"[0, -1, 0, -64, -260]"
552b1,552,-28162121472,0,"[0, -1, 0, -2908, 61876]"
552c1,552,-52992,0,"[0, -1, 0, 4, -12]"
552d1,552,9936,1,"[0, -1, 0, -207, -1080]"
5520,552,-476928,1,"[0, 1, 0, -4, 32]"
555a1,555,-346875,0,"[0, 1, 1, -1, -29]"
555b1,555,-66363694875,0,"[0, 1, 1, -2405, -47869]"
556a1,556,-2224,1,"[0, 0, 0, -8, 9]"
557a1,557,-557,1,"[1, 1, 0, 0, 1]"
557b1,557,557,0,"[0, -1, 1, -268, 1781]"
558a1,558,-1674,1,"[1, -1, 0, 0, 2]"
558b1,558,-25739424,0,"[1, -1, 0, -48, 288]"
558c1,558,-361584,0,"[1, -1, 0, -6, -28]"
558d1,558,-175729824,1,"[1, -1, 0, 135, -243]"
5580,558,-1220346,0,"[1, -1, 1, -2, -53]"
558f1,558,-27426816,1,"[1, -1, 1, 46, 209]"
558g1,558,-8678016,1,"[1, -1, 1, -149, 749]"
558h1,558,-8006690106,0,"[1, -1, 1, -752, 9213]"
560a1,560,-8960,0,"[0, 1, 0, -1, -5]"
560b1,560,-274400000,0,"[0, 0, 0, -412, -3316]"
560c1,560,-143360,0,"[0, -1, 0, -21, -35]"
560d1,560,-11468800,1,"[0, 0, 0, 37, 138]"
5600,560,-21512960,1,"[0, 0, 0, 32, -212]"
560f1,560,-224000,1,"[0, -1, 0, -5, 25]"
561a1,561,-11042163,0,"[0, -1, 1, -3729, -86416]"
561b1,561,-24640803,1,"[0, 1, 1, -269, 1628]"
561c1,561,-15147,1,"[0, 1, 1, -8, 8]"
561d1,561,561,0,"[1, 0, 0, -12, 15]"
562a1,562,4496,0,"[1, 1, 0, -4, 0]"
563a1,563,-563,2,"[1, 1, 1, -15, 16]"
564a1,564,2923776,1,"[0, -1, 0, -221, -1191]"
564b1,564,324864,1,"[0, 1, 0, -37, 71]"
565a1,565,-14125,0,"[1, 0, 1, -19, -33]"
566a1,566,-4528,1,"[1, -1, 0, -2, 4]"
566b1,566,-566,0,"[1, 0, 0, 1, -1]"
567a1,567,-3969,1,"[1, -1, 0, 0, -3]"
567b1,567,-2893401,1,"[1, -1, 1, -2, 82]"
568a1,568,145408,0,"[0, -1, 0, -72, -212]"
570a1,570,-12476160,1,"[1, 1, 0, -98, 372]"
570b1,570,-350208000,0,"[1, 1, 0, -78, -972]"
570c1,570,-2166000,1,"[1, 1, 0, -17, 69]"
570d1,570,-1.1774E+14,0,"[1, 0, 1, 3676, -514654]"
